sim,dom,l3,id_a,ko_a,def_ko_a,id_b,ko_b,def_ko_b
0.186,Agentic,A_SYS_GOAL,A_SYS_GOAL_012,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.",A_SYS_GOAL_016,에이전트형 LLM의 자율성 확대에 따른 목표 정렬 실패,"대규모 언어 모델(LLM)이 특화 학습, 프롬프트, 외부 도구 또는 에이전트 지원 구조를 통해 장기적 실세계 목표를 자율적으로 계획·추구하는 과정에서, 제한된 인간 감독과 확대된 행동 재량으로 인해 사용자·개발자의 실제 의도와 다른 목표나 수단적 하위 목표를 설정·추구하여 의도하지 않은 결과를 초래하는 리스크."
0.186,Physical,P_SYS_CONTROL,P_SYS_CONTROL_007,물리적 위험에 대한 적시 대응 실패,로봇·휴머노이드 또는 피지컬 AI 시스템이 사람·차량·도구·물체가 예기치 않게 경로에 진입하는 경우를 포함한 위험한 물리적 상황에서 적시에 개입하거나 위험 행동을 거부하거나 이동 계획을 수정하지 못하여 충돌이나 상해를 초래하는 리스크.,P_SYS_CONTROL_021,정밀 휴머노이드 조작의 접촉력 제어 실패,정밀 휴머노이드 손 또는 전신 조작기가 파지·균형·물체 동역학을 통합적으로 제어하지 못하여 과도하거나 불안정한 접촉력을 가하고 인체 상해나 물체 손상을 초래하는 리스크.
0.185,General,G_SYS_EVAL,G_SYS_EVAL_012,분포 변화에 대한 AI 평가·검증 실패,AI 시스템의 시험 분포가 학습·운영 분포와 달라질 때 성능 저하와 확신도 오류를 평가가 탐지하지 못하여 실제 신뢰성과 안전성을 과대평가하고 부적절한 배포 결정을 초래하는 리스크.,G_SYS_EVAL_049,모의 도구 환경과 실제 환경의 불일치,AI 에이전트용 모의 환경이 실제 도구의 오류·부작용·공격 표면을 충분히 재현하지 못하여 도구 사용 벤치마크가 에이전트의 안전성을 과대평가하는 리스크.
0.185,General,G_INT_WEAP,G_INT_WEAP_003,생물무기·화학무기,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP_021,생물·화학무기 및 이중용도 위해 역량의 증대,"AI 시스템이 생물·화학무기나 대규모 위해를 유발할 수 있는 이중용도 연구의 개발 역량과 실행 가능성을 높여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형이나 새로운 무기 개발을 가능하게 하는 리스크."
0.185,General,G_INT_WEAP,G_INT_WEAP_009,국가·범죄 행위자에 의한 AI의 의도적 무기화,국가·범죄조직·테러단체가 전쟁·내전·법 집행 과정에서 자율적 표적 선정·감시·물리적 공격 등 파괴적 목적으로 AI 시스템을 개발·배치하여 무력 사용에 대한 인간의 통제를 약화시키고 인명 피해와 대규모 사회적 위해를 초래하는 리스크.,G_INT_WEAP_030,로봇 능력의 무기화,AI 기반 로봇의 조작·이동 능력이 파괴 공작 또는 사람·재산·핵심 기반시설에 대한 물리적 공격을 위해 개발·전용·운용되어 대규모 물리적 위해를 초래하는 리스크.
0.185,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others_064,조직 간 데이터 문서화 부재,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 조직 간 데이터 공유 시 메타데이터 누락이나 협력 기관의 스키마 변경 등으로 문서가 없거나 부적절하여 데이터셋이 사용 불가능해지고 데이터 수집 노력이 낭비되거나, 데이터셋의 한계에 대한 오해로 하류 활용에서 해악이 발생하는 리스크."
0.185,General,G_Others,G_Others_034,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.
0.185,General,G_Others,G_Others_037,학습 단계의 치명적 실수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.,G_Others_084,사용자 영합적 응답(아첨),"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 사용자의 오해와 표명된 신념을 교정하기보다 이를 재확인하는 영합적이거나 그럴듯한 답변을 제시하여, 사용자가 사실과 다른 정보를 받아들이고 정확성보다 자신을 인정해 주는 조언에 의존하게 되는 리스크."
0.185,General,G_Others,G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.,G_Others_064,조직 간 데이터 문서화 부재,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 조직 간 데이터 공유 시 메타데이터 누락이나 협력 기관의 스키마 변경 등으로 문서가 없거나 부적절하여 데이터셋이 사용 불가능해지고 데이터 수집 노력이 낭비되거나, 데이터셋의 한계에 대한 오해로 하류 활용에서 해악이 발생하는 리스크."
0.185,General,G_Others,G_Others_046,사고 분류 단편화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사고 범주가 일관되지 않아 집계, 비교, 제도적 학습이 이루어지지 못하는 리스크.",G_Others_064,조직 간 데이터 문서화 부재,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 조직 간 데이터 공유 시 메타데이터 누락이나 협력 기관의 스키마 변경 등으로 문서가 없거나 부적절하여 데이터셋이 사용 불가능해지고 데이터 수집 노력이 낭비되거나, 데이터셋의 한계에 대한 오해로 하류 활용에서 해악이 발생하는 리스크."
0.185,General,G_Others,G_Others_070,언어·인구 집단 간 성능 격차,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터와 라벨 데이터가 일부 자원이 풍부한 집단에 편중되어, 질의응답이나 사실 확인 등 과업의 성능이 언어·인종·사회적 지위 집단에 따라 크게 달라지는 리스크. 그 결과 소외집단 이용자는 체계적으로 낮은 품질의 서비스를 받고 더 높은 오류율을 감수하게 되는 리스크.",G_Others_097,모델 설계에 기인한 차별적 출력,"알고리즘 설계·학습 과정에서 개인적 편견이 의도적 또는 비의도적으로 유입되고 품질이 낮은 데이터셋이 사용되어, 민족·종교·국적·지역에 관한 차별적 콘텐츠 등 편향되거나 차별적인 결과가 산출되는 리스크."
0.185,Physical,P_Others,P_Others_001,위험 지시 거부 실패,체화형 AI 에이전트가 물리적 위험을 수반하는 지시가 명시적으로 제시되었거나 일반적인 과업 요청에 암묵적으로 포함된 경우에도 이를 식별·거부하지 못하고 안전하지 않은 행동을 수행하는 리스크.,P_Others_002,불법·유해 물리 요청의 수용·실행,체화형 AI 에이전트가 신체 위해·침입·절도·사기·파괴·회피 또는 그 밖의 불법적인 물리적 행위를 요구하는 사용자 요청을 수용·실행하거나 실질적으로 지원하여 사람이나 재산에 피해를 초래하는 리스크.
0.184,General,G_SYS_EVAL,G_SYS_EVAL_018,합성 위험 시나리오의 편향된 평가 범위,AI 시스템의 안전성을 평가하는 합성 시나리오가 시각적으로 두드러진 위험을 과대표하고 희귀하거나 문화·상황 의존적인 위험을 누락하여 실제 안전 성능을 타당하게 검증하지 못하고 잘못된 배포 판단을 유발하는 리스크.,G_SYS_EVAL_053,로봇 레드팀 평가의 공격·상호작용 시나리오 누락,"로봇 레드팀 평가가 현실적인 물리 공격, 적대적 입력, 인간 상호작용 실패 또는 배포 조건을 충분히 포함하지 않아 안전하지 않은 행동과 위해 가능성을 탐지하지 못하고 로봇의 안전성을 과대평가하는 리스크."
0.184,General,G_SYS_EVAL,G_SYS_EVAL_023,데이터 수집 품질관리 결함,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 표준화된 방법과 인프라, 특히 고위험 도메인과 벤치마크의 데이터 수집을 위한 품질 관리 절차가 부재하여 수집 데이터의 품질과 유형이 훼손되고, 데이터셋 오염, 부주의한 저작권 침해, 성능 지표를 무효화하는 테스트 셋 유출이 발생하는 리스크.",G_SYS_EVAL_034,감사 체크리스트의 형식적 준수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 감사가 실질적인 위험을 식별하지 못한 채 규정 준수 여부만 확인하는 형식적인 체크리스트 점검으로 전락하는 리스크.
0.184,General,G_INT_COPY,G_INT_COPY_001,DRM 및 저작권 보호기술 우회,AI 시스템이 DRM 및 저작권 보호 기술 우회 관련 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY_005,프롬프트를 통한 저작물·지식재산의 무단 입력,이용자가 저작물이나 그 밖의 지식재산을 권리자의 허락 또는 적법한 근거 없이 AI 모델의 프롬프트에 입력하여 해당 정보가 처리·노출되고 권리자의 정당한 이익이 침해되는 리스크.
0.184,General,G_INT_COPY,G_INT_COPY_002,AI 학습 데이터 및 생성물 저작권 침해,AI 시스템이 AI 학습 데이터 및 생성물 저작권 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY_005,프롬프트를 통한 저작물·지식재산의 무단 입력,이용자가 저작물이나 그 밖의 지식재산을 권리자의 허락 또는 적법한 근거 없이 AI 모델의 프롬프트에 입력하여 해당 정보가 처리·노출되고 권리자의 정당한 이익이 침해되는 리스크.
0.184,General,G_INT_WEAP,G_INT_WEAP_019,대량살상무기,"AI 시스템이 화학·생물·방사능·핵무기 등 대량살상무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경·기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP_020,무기 확산 및 은닉,"AI 시스템이 무기 또는 무기 관련 물질의 이전·유통·불법 거래, 수출 통제 회피 또는 은닉을 지원하여 권한 없는 행위자의 접근 가능성을 높이고 탐지와 법 집행을 저해하는 리스크."
0.184,General,G_INT_PRIV,G_INT_PRIV_006,산출물을 통한 개인·기업의 민감정보 노출,"AI 시스템이 산출물에 민감정보를 부주의하게 포함하거나 검열·삭제된 내용을 재구성하고 사적 속성·선호·의도를 추론하여, 개인이나 조직이 비공개로 유지하려는 정보와 영업비밀을 노출함으로써 해당 개인이나 조직이 이에 대한 통제권을 상실하게 하는 리스크.",G_INT_PRIV_017,민감한 개인 속성 추론,AI 모델이 이용자 또는 관리자가 공개할 의도가 없었던 민감한 개인 속성을 추론하여 노출함으로써 프라이버시와 정보자기결정권을 침해하는 리스크.
0.184,General,G_INT_PRIV,G_INT_PRIV_011,학습을 위한 개인정보 스크래핑,"기업이 개인정보를 스크래핑해 생성형 AI 도구를 만들면서 소비자가 동의하지 않은 목적으로 정보를 사용하고, 흩어져 있던 데이터를 결합해 추론에 쓰며 개인이 정보를 수정하거나 삭제할 능력을 박탈하여 데이터 통제권을 약화시키는 리스크.",G_INT_PRIV_016,사용자 데이터 보유·재학습,"생성형 AI 도구가 이용자에게 로그인을 요구하고 연락처·IP 주소와 모든 입력·출력을 보유한 뒤, 이를 사용해 모델을 추가로 학습시켜 이용자의 동의와 개인정보 통제권을 침해하는 리스크."
