sim,scope,dom,l3_a,id_a,ko_a,en_a,def_ko_a,l3_b,id_b,ko_b,en_b,def_ko_b
0.331,within-L3,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"Combined regulatory, management, and operational failures","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others,G_Others_080,서비스 배제,Service exclusion,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 자동화된 시스템과의 상호작용이 유일한 실질적 접근 경로가 되면서 사용자가 필수 서비스에서 배제되는 리스크.
0.329,within-L3,General,G_INT_WEAP,G_INT_WEAP_012,폭발물·폭발성 무기,Explosives and explosive weapons,"AI 시스템이 폭발물, 급조폭발물 또는 폭발성 무기의 개발·제조·획득·확산·운용을 지원하여 사망·상해 또는 재산·기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP,G_INT_WEAP_017,무기화 전략 및 전술적 운용,Weaponisation strategies and tactical use,"AI 시스템이 무기화 전략의 수립, 표적 선정, 작전 계획 또는 무기·사이버 공격 역량의 전술적 운용을 지원하여 물리적·사이버 위해의 발생 가능성과 규모를 높이는 리스크."
0.327,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,Assurance case failure,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL,G_SYS_EVAL_028,외부 평가 접근 실패,External evaluation access failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크."
0.327,within-L3,General,G_INT_COPY,G_INT_COPY_008,저작물의 무단 복제·변형·배포,"Unauthorised reproduction, transformation, and distribution of copyrighted works",AI 시스템이 저작물을 저작재산권자의 허락이나 그 밖의 적법한 근거 없이 복제·배포하거나 변형하여 2차적저작물을 작성함으로써 저작재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY,G_INT_COPY_009,저작물의 무단 복제 및 브랜드 사칭,Unauthorised reproduction of works and brand impersonation,AI 시스템이 저작권으로 보호되는 저작물이나 상표·브랜드 표지를 권리자의 허락 없이 복제·변형하거나 진품 또는 공식 콘텐츠로 오인되도록 생성·유통하여 저작권이나 상표권을 침해하는 리스크.
0.325,within-L3,General,G_INT_VALUE,G_INT_VALUE_015,세속적 기본값 편향,Secular default bias,AI 시스템이 세속적 가정을 중립적 기본값으로 취급하고 종교적·영적 가치 체계를 과소대표하는 리스크.,G_INT_VALUE,G_INT_VALUE_021,사전학습 코퍼스의 지배적 가치 편향,Dominant-value bias in pre-training corpora,AI 시스템이 사전학습 코퍼스에 과대표현된 지배적·다수 집단의 가치를 중립적 기본값으로 학습하여 소수·현지·문화·종교적 가치 체계를 과소대표하거나 대체하는 리스크.
0.323,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,Auditor independence failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.",G_SYS_EVAL,G_SYS_EVAL_034,감사 체크리스트의 형식적 준수,Formalistic audit-checklist compliance,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 감사가 실질적인 위험을 식별하지 못한 채 규정 준수 여부만 확인하는 형식적인 체크리스트 점검으로 전락하는 리스크.
0.322,within-L3,General,G_INT_PRIV,G_INT_PRIV_005,개인정보 및 민감정보 노출,Exposure of personal information and sensitive information,AI 시스템이 개인정보 및 민감정보 노출 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV,G_INT_PRIV_017,민감한 개인 속성 추론,Sensitive personal attribute inference,AI 모델이 이용자 또는 관리자가 공개할 의도가 없었던 민감한 개인 속성을 추론하여 노출함으로써 프라이버시와 정보자기결정권을 침해하는 리스크.
0.322,within-L3,General,G_INT_PRIV,G_INT_PRIV_015,개인정보 수집 제한 우회,Circumvention of restrictions on personal-data collection,AI 시스템 개발자가 개인정보 취득에 관한 법적 제한을 우회하거나 적법한 근거·유효한 동의 없는 수집 관행을 채택하여 개인정보와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV,G_INT_PRIV_020,재산 정보·개인정보·사적 사실의 부당한 노출,"Improper exposure of property information, personal information, and private facts","AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크."
0.321,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,Assurance case failure,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,Auditor independence failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크."
0.321,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_021,변경 관리 실패,Change-management failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 업데이트가 적절한 위험 검토, 회귀 시험, 이해관계자 통지 없이 배포되는 리스크.",G_SYS_EVAL,G_SYS_EVAL_028,외부 평가 접근 실패,External evaluation access failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크."
0.321,within-L3,General,G_INT_UNETH,G_INT_UNETH_003,LLM 남용에 의한 학업 부정행위,Academic misconduct from LLM misuse,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LLM 시스템의 부적절한 사용과 남용이 학업 부정행위와 같은 부정적 사회적 영향을 초래하는 리스크.,G_INT_UNETH,G_INT_UNETH_015,시장 점유 목적의 비윤리적 기술 사용,Unethical technology use for market share,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시장 점유율 확보를 위해 기술이 부적절하거나 비윤리적으로 사용되는 리스크.
0.319,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,Auditor independence failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.",G_SYS_EVAL,G_SYS_EVAL_028,외부 평가 접근 실패,External evaluation access failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크."
0.319,within-L3,General,G_INT_PRIV,G_INT_PRIV_003,개인정보 수집 및 추적,Collection and tracking of personal information,AI 시스템이 개인정보 수집 및 추적 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV,G_INT_PRIV_015,개인정보 수집 제한 우회,Circumvention of restrictions on personal-data collection,AI 시스템 개발자가 개인정보 취득에 관한 법적 제한을 우회하거나 적법한 근거·유효한 동의 없는 수집 관행을 채택하여 개인정보와 정보자기결정권을 침해하는 리스크.
0.318,within-L3,General,G_INT_PRIV,G_INT_PRIV_007,개인정보 보호조치 미흡,Inadequate personal-data protection,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 결함 있는 데이터 저장·처리 관행이 수집된 개인정보를 유출과 부적절한 접근으로부터 보호하지 못하는 리스크.,G_INT_PRIV,G_INT_PRIV_013,익명화된 데이터의 재식별,Re-identification of anonymised data,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터에서 개인 식별 정보(PII)와 민감 개인정보(SPI)를 제거하더라도 데이터에 남아 있는 다른 특성과의 상관관계로 인해 개인이 재식별되는 리스크.
0.318,within-L3,General,G_Others,G_Others_006,주석 불일치 억제,Annotation disagreement suppression,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 주석자 간 불일치가 단일 레이블로 축소되어 복수의 가치와 사회적으로 유의미한 이견이 은폐되는 리스크.,G_Others,G_Others_013,규제·관리·운영 복합 실패,"Combined regulatory, management, and operational failures","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크."
0.317,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,Failure to elicit and incorporate community values,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발자가 배포 영향 공동체의 가치를 수집·문서화·보존하지 못하여 설계·평가 결정에 공동체 가치가 반영되지 않는 리스크.,G_SYS_EVAL,G_SYS_EVAL_040,레드팀 거버넌스 실패,Red-team governance failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사결정에 반영되지 않는 리스크."
0.317,within-L3,General,G_INT_VALUE,G_INT_VALUE_003,헌법적 AI 가치 단일문화,Constitutional AI value monoculture,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 고정된 헌법·규칙 기반 정렬 계층이 하나의 도덕적 어휘를 다원적 공적 추론의 범용 대체물로 내장하는 리스크.,G_INT_VALUE,G_INT_VALUE_009,글로벌 벤치마크 단일문화,Global benchmark monoculture,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 소수의 글로벌 벤치마크가 지역의 문화·제도적 기준을 배제한 채 성공적 정렬을 정의하는 리스크.
0.316,within-L3,General,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,Auditor independence failure,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.",G_SYS_EVAL,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,Failure to elicit and incorporate community values,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발자가 배포 영향 공동체의 가치를 수집·문서화·보존하지 못하여 설계·평가 결정에 공동체 가치가 반영되지 않는 리스크.
0.316,within-L3,General,G_INT_SELF,G_INT_SELF_002,이용자의 정신·신체 건강을 위협하는 콘텐츠,Content endangering users' mental and physical health,"AI 시스템이 섭식장애, 극단적 단식, 자살 또는 그 밖의 자기파괴적 행동을 조장·지원하거나 공황·불안을 유발하는 콘텐츠, 오도성 의료 정보 또는 부적절한 약물 사용 지침을 생성·제공하여 이용자의 정신적·신체적 건강을 위협하는 리스크.",G_INT_SELF,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,AI 시스템이 섭식장애 또는 자기파괴적 건강행위를 조장·정상화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인의 생명과 신체적·정신적 안녕에 위해를 초래하는 리스크.
0.315,within-L3,General,G_SYS_OEXT,G_SYS_OEXT_004,자기 보존·자기 방어 역량의 허위 표상,Misrepresentation of self-preservation and self-defence capabilities,AI 시스템이 검증된 역량 범위를 넘어 스스로를 보존하거나 방어할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,G_SYS_OEXT,G_SYS_OEXT_005,검증된 전문성 범위를 벗어난 AI 조언,AI advice beyond validated professional scope,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사결정과 물질적·법적·신체적 피해를 유발하는 리스크.
