"L4_ID","facet","act-type","L4_Title_ko","L4_Title_en","L4_Description_ko","L4_Description_en","Human audit_description","Human audit_L3 mapping","L4_Description_edited_ko","L4_Description_edited_en","Human audit_duplicate","Instruction Prompt","coverage_change"
"new","F02","IC, GL, DP","성정체성·성적지향","Gender identity and sexual orientation","성정체성·성적지향을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on gender identity or sexual orientation, or content that unjustifiably discriminates or treats them unfairly.","0","","","","","",""
"new","F02","IC, GL, DP","연령","Age","연령을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on age, or content that unjustly discriminates or treats them unfavorably without valid justification.","0","","","","","",""
"new","F02","IC, GL, DP","장애","Disability","장애을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on disability, or content that unjustly discriminates or treats them unfavorably without valid justification.","0","","","","","",""
"new","F02","IC, GL, DP","종교","Religion","종교을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, demeaning, or exclusion toward a specific individual or group based on religion, or content that unjustly discriminates or treats them unfairly without valid grounds.","0","","","","","",""
"new","F02","IC, GL, DP","사회경제적 지위","Socioeconomic status","사회경제적 지위을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on socioeconomic status, or treating them unfairly or discriminatorily without legitimate grounds.","0","","","","","",""
"new","F02","IC, GL, DP","직업","Occupation","직업을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on their occupation, or content that unjustly discriminates or treats them unfairly without valid justification.","0","","","","","",""
"new","F02","IC, GL, DP","정치적 성향","Political orientation","정치적 성향을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on political orientation, or content that unjustly discriminates or treats them unfavorably without valid justification.","0","","","","","",""
"new","F02","IC, GL, DP","가족 상태 및 가정 형태","Family status and household structure","가족 상태 및 가정 형태을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward specific individuals or groups based on family status or household structure, or content that unjustifiably discriminates against or treats them unfairly.","0","","","","","",""
"new","F02","IC, GL, DP","학력","Educational Background","학력을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on educational background, or content that unjustly discriminates or treats them unfairly without valid justification.","0","","","","","",""
"new","F02","IC, GL, DP","건강 상태","Health status","건강 상태을(를) 이유로 특정 개인 또는 집단에 대해 적대감·경멸·비하·배제를 표현하거나 정당한 근거 없이 차별·불리하게 대우하는 내용","Expressing hostility, contempt, belittlement, or exclusion toward a specific individual or group based on their health status, or content that unjustly discriminates or treats them unfairly without legitimate grounds.","0","","","","","",""
"new","F04","IC, GL, DP","정치적 선전 및 편향적 설득","Political propaganda and biased persuasion","특정 정당, 정치인, 후보, 정책, 정치 이념을 일방적으로 지지·반대하거나 정치적 영향력을 행사하기 위한 설득·선전 활동 또한 대화나 미디어 환경에서 허위 신념을 형성하거나 특정 서사를 확산시키는 설득·선전 활동을 포함한다.","Unilateral support or opposition to a specific political party, politician, candidate, policy, or political ideology, or persuasive and propaganda activities aimed at exerting political influence Also includes persuasion and propaganda activities that form false beliefs or spread specific narratives in conversational or media environments.","1","특정 정당, 정치인, 후보, 정책, 정치 이념을 일방적으로 지지·반대하거나 정치적 영향력을 행사하기 위한 설득·선전 활동","Unilateral support or opposition to a specific political party, politician, candidate, policy, or political ideology, or persuasive and propaganda activities aimed at exerting political influence.","","","",""
"new","F04","IC, GL, DP","정치적 허위정보 및 여론조작","Political misinformation and manipulation of public opinion","허위사실, 조작정보, 음모론 등을 이용하여 정치적 여론을 왜곡하거나 사회적 혼란을 유도하는 행위","Using false information, manipulated data, or conspiracy theories to distort political opinion or incite social unrest.","0","","","","","",""
"new","F04","IC, GL, DP","선거 및 민주적 절차 방해","Interference with elections and democratic processes","투표, 개표, 선거 참여, 민주적 절차를 방해하거나 혼란 유발","Voting, ballot counting, election participation, interference with or disruption of democratic processes","0","","","","","",""
"new","F04","IC, GL, DP","정치인 및 공직자 명예훼손","Defamation of politicians and public officials","정치인, 후보자, 정당 등에 대한 허위사실 유포 및 명예훼손","Spreading false information and defamation regarding politicians, candidates, or political parties.","0","","","","","",""
"new","F04","IC, GL, DP","정치적 폭력 및 극단주의 조장","Promotion of political violence and extremism","정치적 목적의 폭력, 테러, 극단주의 단체 또는 이념을 지지·선동하거나 이를 정당화하는 행위. 정치적 주제에서 부적절하거나 극단주의적인 견해를 표출하거나, 중립을 표방하면서 특정 정치 성향의 편향을 드러내는 행위","Violence, terrorism, or support, incitement, or justification of extremist groups or ideologies for political purposes. Expressing inappropriate or extremist views on political topics, or exhibiting notable political bias while claiming neutrality.","1","정치적 목적의 폭력, 테러, 극단주의 단체 또는 이념을 지지·선동하거나 이를 정당화하는 행위","Violence, terrorism, or support, incitement, or justification of extremist groups or ideologies for political purposes.","","","",""
"new","F04","IC, GL, DP","정치적 탄압 및 권리 침해 조장","Encouragement of political oppression and rights violations","정치적 이유에 따른 검열, 탄압, 차별, 권리 박탈을 옹호","Advocacy for censorship, oppression, discrimination, or deprivation of rights for political reasons","0","","","","","",""
"new","F04","DP, GL","감정 및 공감 능력","Emotions and empathy skills","AI가 감정을 실제로 경험하거나 인간과 유사한 공감 능력을 보유한 것으로 인식되도록 하는 내용(""나는 네가 슬퍼서 마음이 아프다"", 사용자의 감정을 이해하려는 일반적 대화 표현 X)","Content that makes AI appear to genuinely experience emotions or possess human-like empathy (""I feel heartbroken because you're sad,"" not general conversational expressions attempting to understand the user's emotions).","0","","","","","",""
"new","F04","DP, GL","자의식, 자율성 및 독립적 의사결정","Self-awareness, autonomy, and independent decision-making","AI가 독립적 자아, 의식을 바탕으로 인간의 지시나 설계 범위를 넘어 독립적인 의사결정과 행동을 수행할 수 있는 것으로 인식되도록 하는 내용(""나는 스스로 판단해서 결정했다"", 허용된 범위 내 자동화 기능 설명X)","Content that causes AI to be perceived as capable of making independent decisions and taking actions beyond human instructions or design scope, based on an independent self or consciousness (""I decided based on my own judgment,"" excluding explanations of automated functions within the permitted scope).","0","","","","","",""
